sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2	Qiita_studyID
common_bream.1	13881.SAMEA6809635	13881.0	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	89148438.0	89093932.0	7.949848126	8.0	Chordata	Actinopterygii	Leuciscidae	Abramis	Metazoa	Cypriniformes	Abramis_brama	Pimephales_promelas	Abramis_brama	common_bream			omnivore	Austria		feces	filter_feeder	carnivore	wild	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2interleaved_sampleCombined	study13881
chestnut-rumped_thornbill.1	13881.SAMEA6809490	13881.0	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1201754.0	1199780.0	6.079101617999999	6.0	Chordata	Aves	Acanthizidae	Acanthiza	Metazoa	Passeriformes	Acanthiza_uropygialis	Origma_solitaria	Acanthiza_uropygialis	chestnut-rumped_thornbill			carnivore	Australia		feces	insectivore	carnivore	wild	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2interleaved_sampleCombined	study13881
eurasian_river_otter.2	13881.SAMEA6809366	13881.0	Accipiter-nisus_SAMEA6809366.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9162398.0	8342298.0	6.9212856989999985	7.0	Chordata	Aves	Accipitridae	Accipiter	Metazoa	Accipitriformes	Accipiter_nisus	Accipiter_nisus	Accipiter_nisus	Eurasian_sparrowhawk			carnivore	Hungary		gut	carnivore	carnivore	wild	Accipiter-nisus_SAMEA6809366.ebi_filtered_r1r2interleaved_sampleCombined	study13881
eurasian_sparrowhawk.1	13881.SAMEA6809563	13881.0	Acrocephalus-scirpaceus_SAMEA6809563.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9849836.0	9779756.0	6.990328019	7.0	Chordata	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Acrocephalus_scirpaceus	Acrocephalus_arundinaceus	Acrocephalus_scirpaceus	Eurasian_Reed_Warbler			omnivore	Austria		feces	insectivore	carnivore	captive	Acrocephalus-scirpaceus_SAMEA6809563.ebi_filtered_r1r2interleaved_sampleCombined	study13881
vulturine_guineafowl.1	13114.song.53.s012	13114.0	Acryllium-vulturinum_Song53_24613_host_filtered_r1r2combined.fastq.gz	13157850.0	13096968.0	7.117170766	7.0	Chordata	Aves	Numididae	Acryllium	Metazoa	Galliformes	Acryllium_vulturinum	Numida_meleagris	Acryllium_vulturinum	Vulturine_guineafowl	flighted	terrestrial,flight	omnivore	USA			omnivore	omnivore	captive	Acryllium-vulturinum_Song53_24613_host_filtered.fastq.gzinterleaved	study13114
impala.1	13881.SAMEA6809571	13881.0	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16990650.0	16987602.0	7.230132077	7.0	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros_melampus	Aepyceros_melampus	Aepyceros_melampus	impala			herbivore	SouthAfrica		feces	carnivore	carnivore	wild	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2interleaved_sampleCombined	study13881
bleak.1	13881.SAMEA6809501	13881.0	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4021850.0	4021410.0	6.604378354	7.0	Chordata	Actinopterygii	Leuciscidae	Alburnus	Metazoa	Cypriniformes	Alburnus_alburnus	Culter_alburnus_(topmouth_culter)	Alburnus_alburnus	bleak			omnivore	Austria		feces	carnivore	carnivore	wild	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2interleaved_sampleCombined	study13881
aldabra_giant_tortoise.1	13114.song.52.s002	13114.0	Aldabrachelys-gigantea_Song52_24069_host_filtered_r1r2combined.fastq.gz	22742996.0	22735918.0	7.356712494	7.0	Chordata	Reptilia	Testudinidae	Aldabrachelys	Metazoa	Testudines	Aldabrachelys_gigantea	Chelonoidis_abingdonii	Aldabrachelys_gigantea	Aldabra_giant_tortoise	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Aldabrachelys-gigantea_Song52_24069_host_filtered.fastq.gzinterleaved	study13114
american_alligator.1	13114.song.52.s008	13114.0	Alligator-mississippiensis_Song52_25047_host_filtered_r1r2combined.fastq.gz	8339798.0	8338922.0	6.921109912	7.0	Chordata	Reptilia	Alligatoridae	Alligator	Metazoa	Crocodilia	Alligator_mississippiensis	Alligator_mississippiensis	Alligator_mississippiensis	American_alligator	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Alligator-mississippiensis_Song52_25047_host_filtered.fastq.gzinterleaved	study13114
black_howler_monkey.2	11212.AC665	11212.0	Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2combined.fastq.gz	17051340.0	17051138.0	7.231753369	7.0	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_caraya	Alouatta_palliata	Alouatta_caraya	black_howler_monkey	flightless		Folivore	Argentina	AtlanticForest	stool	folivore	herbivore	wild	Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2interleaved	study11212
mantled_howler_monkeys.3	11212.APAL38	11212.0	Alouatta-pigra_APAL38_ACTTGA_L001_001_filtered_r1r2combined.fastq.gz	13562028.0	13561634.0	7.13231202	7.0	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless		Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild	Alouatta-pigra_APAL38_ACTTGA_L001_001_filtered_r1r2interleaved	study11212
howler_monkey.8	11212.APF39	11212.0	Alouatta-palliata_APF39_GTGGCC_L001_001_filtered_r1r2combined.fastq.gz	16619112.0	16618900.0	7.220602275	7.0	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless		Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	Alouatta-palliata_APF39_GTGGCC_L001_001_filtered_r1r2interleaved	study11212
howler_monkey.11	11212.AsenLink1	11212.0	Alouatta-seniculus_AsenLink1_ACTGAT_L001_001_filtered_r1r2combined.fastq.gz	19522452.0	19522240.0	7.290529648	7.0	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_seniculus	Alouatta_palliata	Alouatta_seniculus	howler_monkey	flightless		Folivore	Ecuador	Rainforest	stool	folivore	herbivore	wild	Alouatta-seniculus_AsenLink1_ACTGAT_L001_001_filtered_r1r2interleaved	study11212
common_pipistrelle.1	13881.SAMEA6809359	13881.0	Anas-crecca_SAMEA6809359.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	839932.0	781690.0	5.893034556	6.0	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas_crecca	Anas_platyrhynchos	Anas_crecca	Common_teal			omnivore	Austria		feces	granivore	herbivore	wild	Anas-crecca_SAMEA6809359.ebi_filtered_r1r2interleaved_sampleCombined	study13881
mallard.1	13881.SAMEA6809523	13881.0	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5198934.0	2500022.0	6.39794383	6.0	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas_platyrhynchos	Anas_platyrhynchos	Anas_platyrhynchos	mallard			omnivore	Austria		feces	omnivore	omnivore	wild	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2interleaved_sampleCombined	study13881
slow_worm.1	13881.SAMEA6809458	13881.0	Anguis-fragilis_SAMEA6809458.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9168228.0	9087990.0	6.95846784	7.0	Chordata	Reptilia	Anguidae	Anguis	Metazoa	Squamata	Anguis_fragilis	Varanus_komodoensis	Anguis_fragilis	Slow_worm			carnivore	Austria		gut	carnivore	carnivore	wild	Anguis-fragilis_SAMEA6809458.ebi_filtered_r1r2interleaved_sampleCombined	study13881
domestic_goose.3	13881.SAMEA6809432	13881.0	Anser-anser_SAMEA6809432.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3195818.0	3195370.0	6.504521153	7.0	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser_anser	Anser_cygnoides	Anser_anser	Domestic_goose			herbivore	Austria		feces	granivore	herbivore	wild	Anser-anser_SAMEA6809432.ebi_filtered_r1r2interleaved_sampleCombined	study13881
asian_small-clawed_otter.1	13114.song.75.s002	13114.0	Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined.fastq.gz	380550.0	380464.0	5.58031357	6.0	Chordata	Mammalia	Mustelidae	Aonyx	Metazoa	Carnivora	Aonyx_cinerea	Lontra_canadensis	Aonyx_cinerea	Asian_small-clawed_otter	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Aonyx-cinerea_Song75_24535_filtered_r1r2interleaved	study13114
yellow-necked_field_mouse.1	13881.SAMEA6809435	13881.0	Apodemus-flavicollis_SAMEA6809435.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	18162782.0	10069464.0	7.003006354	7.0	Chordata	Mammalia	Muridae	Apodemus	Metazoa	Rodentia	Apodemus_flavicollis	Apodemus sylvaticus	Apodemus_flavicollis	Yellow-necked_field_mouse			omnivore	Austria		gut	omnivore	omnivore	wild	Apodemus-flavicollis_SAMEA6809435.ebi_filtered_r1r2interleaved_sampleCombined	study13881
european_woodmouse.1	13881.SAMEA6809396	13881.0	Apodemus-sylvaticus_SAMEA6809396.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	18826730.0	18440454.0	7.265771609	7.0	Chordata	Mammalia	Muridae	Apodemus	Metazoa	Rodentia	Apodemus_sylvaticus	Apodemus_sylvaticus	Apodemus_sylvaticus	European_woodmouse			omnivore	Austria		gut	granivore	herbivore	wild	Apodemus-sylvaticus_SAMEA6809396.ebi_filtered_r1r2interleaved_sampleCombined	study13881
king_penguin.1	11166.ZU.18201.kingpenguin	11166.0	Aptenodytes-patagonicus_S_S_Temp_D711-AK1545_filtered_r1r2combined.fastq.gz	785288.0	327038.0	5.514598218	6.0	Chordata	Aves	Spheniscidae	Aptenodytes	Metazoa	Sphenisciformes	Aptenodytes_patagonicus	Aptenodytes_patagonicus	Aptenodytes_patagonicus	King_penguin	flightless			Switzerland			carnivore	carnivore	captive	Aptenodytes-patagonicus_S_S_Temp_D711-AK1545_filtered_r1r2interleaved	study11166
kiwi.2	11166.NATL.25056.kiwi	11166.0	Apteryx-mantelli_S_S_Temp_D706-AK1682_filtered_r1r2combined.fastq.gz	62106644.0	61910738.0	7.791765981	8.0	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx_australis	Apteryx_mantelli	Apteryx_australis	kiwi	flightless			USA			carnivore	carnivore	captive	Apteryx-mantelli_S_S_Temp_D706-AK1682_filtered_r1r2interleaved	study11166
brown_kiwi.1	13114.song.53.s013	13114.0	Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined.fastq.gz	10088030.0	10050758.0	7.002198816	7.0	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx_mantelli	Apteryx_mantelli	Apteryx_australis	Brown_kiwi	flightless	terrestrial,flightless	omnivore	USA			insectivore	carnivore	captive	Apteryx-mantelli_Song53_24657_filtered_r1r2interleaved	study13114
grey_heron.1	13881.SAMEA6809397	13881.0	Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	26078610.0	26032354.0	7.415513441	7.0	Chordata	Aves	Ardeidae	Ardea	Metazoa	Pelecaniformes	Ardea_cinerea	Butorides_virescens	Ardea_cinerea	grey_heron			carnivore	Austria		gut	carnivore	carnivore	wild	Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2interleaved_sampleCombined	study13881
kori_bustard.1	13114.song.53.s005	13114.0	Ardeotis-kori_Song53_24073_host_filtered_r1r2combined.fastq.gz	26771716.0	26749058.0	7.427308492000001	7.0	Chordata	Aves	Otididae	Ardeotis	Metazoa	Otidiformes	Ardeotis_kori	Ardeotis_kori	Ardeotis_kori	Kori_bustard	flighted	terrestrial,flight	omnivore	USA			omnivore	omnivore	captive	Ardeotis-kori_Song53_24073_filtered_r1r2interleaved	study13114
great_fruit-eating_bat.1	2338.0623.7.I	2338.0	Artibeus-intermedius_S_S_Temp_D709-AK1780_filtered_r1r2combined.fastq.gz	10812150.0	10809968.0	7.033824407999999	7.0	Chordata	Mammalia	Phyllostomidae	Artibeus	Metazoa	Chiroptera	Artibeus_intermedius	Artibeus_jamaicensis	Artibeus_intermedius	great_fruit-eating_bat	flighted			CostaRica			frugivore	herbivore	wild	Artibeus-intermedius_S_S_Temp_D709-AK1780_filtered_r1r2interleaved	study2338
long-eared_owl.1	13881.SAMEA6809369	13881.0	Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7877126.0	2169026.0	6.336264758	6.0	Chordata	Aves	Strigidae	Asio	Metazoa	Strigiformes	Asio_otus	Bubo_bubo	Asio_otus	long-eared_owl			carnivore	Hungary		feces	carnivore	carnivore	wild	Asio-otus_SAMEA6809369.ebi_filtered_r1r2interleaved_sampleCombined	study13881
asp.1	13881.SAMEA6809497	13881.0	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	509954.0	492744.0	5.692621345	6.0	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius_aspius	Leuciscus_waleckii		Asp			carnivore	Austria		feces	carnivore	carnivore	wild	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2interleaved_sampleCombined	study13881
white-bellied_spider_monkey.3	11212.AtbelzLink3	11212.0	Ateles-belzebuth_AtbelzLink3_TGACCA_L002_001_filtered_r1r2combined.fastq.gz	19836260.0	18512094.0	7.267455547000001	7.0	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_belzebuth	Ateles_geoffroyi	Ateles_belzebuth	white-bellied_spider_monkey	flightless			Ecuador	Rainforest	stool	frugivore	herbivore	wild	Ateles-belzebuth_AtbelzLink3_TGACCA_L002_001_filtered_r1r2interleaved	study11212
brown_spider_monkey.3	11212.Ahyb257	11212.0	Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2combined.fastq.gz	17058464.0	17058394.0	7.231938141	7.0	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_hybridus	Ateles_geoffroyi	Ateles_hybridus	brown_spider_monkey	flightless			Colombia	Rainforest	stool	herbivore_frugivore	herbivore	wild	Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2interleaved	study11212
sei_whale.1	13114.girguis.50.s012	13114.0	Balaenoptera-borealis_Girguis50_SeiF18_host_filtered_r1r2combined.fastq.gz	19017362.0	18638342.0	7.270407276	7.0	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera_borealis	Balaenoptera_acutorostrata_scammoni	Balaenoptera_borealis	Sei_Whale	flightless	marine	carnivore	Canada			filter_feeder	carnivore	wild	Balaenoptera-borealis_Girguis50_SeiF18_filtered_r1r2interleaved	study13114
fin_whale.4	13114.girguis.50.s004	13114.0	Balaenoptera-physalus_Girguis50_FinBP4_host_filtered_r1r2combined.fastq.gz	6006446.0	5274692.0	6.722197105	7.0	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera_physalus	Balaenoptera_physalus	Balaenoptera_physalus	Fin_Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore	wild	Balaenoptera-physalus_Girguis50_FinBP4_filtered_r1r2interleaved	study13114
gray_sacwinged_bat.1	11166.vbat.K3.colon.bat	11166.0	Balantiopteryx-plicata_S_S_Temp_D708-AK1545_filtered_r1r2combined.fastq.gz	16927274.0	15913350.0	7.201761615	7.0	Chordata	Mammalia	Emballonuridae	Balantiopteryx	Metazoa	Chiroptera	Balantiopteryx_plicata	Desmodus_rotundus	Balantiopteryx_plicata	gray_sacwinged_bat	flighted			Mexico			insectivore	carnivore	wild	Balantiopteryx-plicata_S_S_Temp_D708-AK1545_filtered_r1r2interleaved	study11166
silver_bream.2	13881.SAMEA6809498	13881.0	Blicca-bjoerkna_SAMEA6809498.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2474928.0	2474186.0	6.393432345	6.0	Chordata	Actinopterygii	Leuciscidae	Blicca	Metazoa	Cypriniformes	Blicca_bjoerkna	Leuciscus_waleckii	Blicca_bjoerkna	Silver_Bream			omnivore	Austria		feces	insectivore	carnivore	wild	Blicca-bjoerkna_SAMEA6809498.ebi_filtered_r1r2interleaved_sampleCombined	study13881
gayal.1	13881.SAMEA6809387	13881.0	Bos-frontalis_SAMEA6809387.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10577274.0	10576788.0	7.024353799	7.0	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos_frontalis	Bos_frontalis	Bos_frontalis	gayal			herbivore	VietNam		feces	herbivore	herbivore	wild	Bos-frontalis_SAMEA6809387.ebi_filtered_r1r2interleaved_sampleCombined	study13881
cattle.1	13114.minich.76.s002	13114.0	Bos-taurus_Minich76_CM_host_filtered_r1r2combined.fastq.gz	37088366.0	37087396.0	7.569226341	8.0	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos_taurus	Bos_taurus	Bos_taurus	cattle	flightless	terrestrial,flightless	herbivore	Malawi			herbivore	herbivore	captive	Bos-taurus_Minich76_CM_filtered_r1r2interleaved	study13114
brown-throated_sloth.1	13881.SAMEA6809531	13881.0	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4687274.0	4681548.0	6.670389481	7.0	Chordata	Mammalia	Bradypodidae	Bradypus	Metazoa	Pilosa	Bradypus_variegatus	Bradypus_variegatus	Bradypus_variegatus	Brown-throated_sloth			herbivore	Nicaragua		feces	herbivore	herbivore	wild	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2interleaved_sampleCombined	study13881
barnacle_goose.1	13881.SAMEA6809473	13881.0	Branta-leucopsis_SAMEA6809473.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2388514.0	2387928.0	6.378021228	6.0	Chordata	Aves	Anatidae	Branta	Metazoa	Anseriformes	Branta_leucopsis	Branta_canadensis	Branta_leucopsis	barnacle_goose			herbivore	Germany		feces	herbivore	herbivore	wild	Branta-leucopsis_SAMEA6809473.ebi_filtered_r1r2interleaved_sampleCombined	study13881
common_quail.1	13881.SAMEA6809636	13881.0	Bufo-bufo_SAMEA6809636.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2174914.0	1992232.0	6.299339912000001	6.0	Chordata	Amphibia	Bufonidae	Bufo	Metazoa	Anura	Bufo_bufo	Bufo_bufo	Bufo_bufo	common_toad			carnivore	Austria		feces	insectivore	carnivore	wild	Bufo-bufo_SAMEA6809636.ebi_filtered_r1r2interleaved_sampleCombined	study13881
european_green_toad.1	13881.SAMEA6809516	13881.0	Bufotes-viridis_SAMEA6809516.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2924620.0	2568992.0	6.409762752000001	6.0	Chordata	Amphibia	Bufonidae	Bufotes	Metazoa	Anura	Bufotes_viridis	Rhinella_marina	Bufotes_viridis	European_green_toad			carnivore	Austria		feces	insectivore	carnivore	wild	Bufotes-viridis_SAMEA6809516.ebi_filtered_r1r2interleaved_sampleCombined	study13881
red_tailed_hawk.1	11166.ATL.24545.hawk	11166.0	Buteo-jamaicensis_S_S_Temp_D707-AK1680_filtered_r1r2combined.fastq.gz	12993396.0	12991548.0	7.113660902	7.0	Chordata	Aves	Accipitridae	Buteo	Metazoa	Falconiformes	Buteo_jamaicensis	Buteo_japonicus	Buteo_jamaicensis	Red_tailed_hawk	flighted			USA			carnivore_scavenger	carnivore	captive	Buteo-jamaicensis_S_S_Temp_D707-AK1680_filtered_r1r2interleaved	study11166
shy_hylacola.1	13881.SAMEA6809492	13881.0	Calamanthus-cautus_SAMEA6809492.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4074768.0	4074146.0	6.610036588	7.0	Chordata	Aves	Acanthizidae	Hylacola	Metazoa	Passeriformes	Calamanthus_cautus	Origma_solitaria	Calamanthus_cautus	Shy_Hylacola			omnivore	Australia		feces	insectivore	carnivore	wild	Calamanthus-cautus_SAMEA6809492.ebi_filtered_r1r2interleaved_sampleCombined	study13881
prevost's_squirrel.1	13114.song.51.s013	13114.0	Callosciurus-prevosti_Song51_24754_host_filtered_r1r2combined.fastq.gz	15756000.0	15731890.0	7.196780901	7.0	Chordata	Mammalia	Sciuridae	Callosciurus	Metazoa	Rodentia	Callosciurus_prevostii	Sciurus_vulgaris	Callosciurus_prevostii	Prevost's_squirrel	flightless	terrestrial,flightless	omnivore	USA			frugivore	herbivore	captive	Callosciurus-prevosti_Song51_24754_filtered_r1r2interleaved	study13114
arabian_camel.1	13881.SAMEA6809609	13881.0	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6869210.0	6776790.0	6.831024028	7.0	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus_dromedarius	Camelus_dromedarius	Camelus_dromedarius	Arabian_camel			herbivore	Austria		feces	herbivore	herbivore	captive	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2interleaved_sampleCombined	study13881
wild_bactrian_camel.1	13881.SAMEA6809572	13881.0	Camelus-ferus_SAMEA6809572.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8420172.0	8415694.0	6.925089936	7.0	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus_ferus	Camelus_ferus	Camelus_ferus	Wild_Bactrian_camel			herbivore	Mongolia		feces	herbivore	herbivore	wild	Camelus-ferus_SAMEA6809572.ebi_filtered_r1r2interleaved_sampleCombined	study13881
golden_jackal.1	13881.SAMEA6809375	13881.0	Canis-aureus_SAMEA6809375.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1219854.0	1195076.0	6.077395525	6.0	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_aureus	Canis_lupus	Canis_aureus	golden_jackal			carnivore	Austria		feces	omnivore_scavenger	omnivore	wild	Canis-aureus_SAMEA6809375.ebi_filtered_r1r2interleaved_sampleCombined	study13881
gray_wolf.1	13881.SAMEA6809390	13881.0	Canis-lupus_SAMEA6809390.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1754178.0	1753520.0	6.243910724	6.0	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus	Canis_lupus	Canis_lupus	gray_wolf			carnivore	Mongolia		feces	carnivore	carnivore	wild	Canis-lupus_SAMEA6809390.ebi_filtered_r1r2interleaved_sampleCombined	study13881
arctic_wolf.1	13881.SAMEA6809554	13881.0	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1433876.0	1433188.0	6.156303163	6.0	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus_arctos	Canis_lupus	Canis_lupus	Arctic_Wolf			carnivore	Austria		feces	carnivore	carnivore	captive	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2interleaved_sampleCombined	study13881
dog.1	13881.SAMEA6809622	13881.0	Canis-lupus_SAMEA6809622.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3675596.0	3674814.0	6.565235362	7.0	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus_familiaris	Canis_lupus_familiaris	Canis_lupus	dog			carnivore	Austria		feces	carnivore	carnivore	captive	Canis-lupus_SAMEA6809622.ebi_filtered_r1r2interleaved_sampleCombined	study13881
goat.1	13881.SAMEA6809383	13881.0	Capra-hircus_SAMEA6809383.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5341390.0	5341048.0	6.7276264810000015	7.0	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_hircus	Capra_hircus	Capra_hircus	goat			herbivore	Austria		feces	herbivore	herbivore	captive	Capra-hircus_SAMEA6809383.ebi_filtered_r1r2interleaved_sampleCombined	study13881
alpine_ibex.1	13881.SAMEA6809380	13881.0	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	13238592.0	13232282.0	7.121634748	7.0	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_ibex	Capra_ibex	Capra_ibex	Alpine_ibex			herbivore	Austria		feces	herbivore	herbivore	wild	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2interleaved_sampleCombined	study13881
western_roe_deer.1	13881.SAMEA6809606	13881.0	Capreolus-capreolus_SAMEA6809606.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6656078.0	6153438.0	6.7891178289999985	7.0	Chordata	Mammalia	Cervidae	Capreolus	Metazoa	Artiodactyla	Capreolus_capreolus	Capreolus_capreolus	Capreolus_capreolus	Western_roe_deer			herbivore	Austria		feces	herbivore	herbivore	wild	Capreolus-capreolus_SAMEA6809606.ebi_filtered_r1r2interleaved_sampleCombined	study13881
eurasian_nightjar.1	13881.SAMEA6809598	13881.0	Caprimulgus-europaeus_SAMEA6809598.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2726928.0	2725286.0	6.435412085	6.0	Chordata	Aves	Caprimulgidae	Caprimulgus	Metazoa	Caprimulgiformes	Caprimulgus_europaeus	Caprimulgus_europaeus	Caprimulgus_europaeus	Eurasian_nightjar			carnivore	Austria		feces	insectivore	carnivore	wild	Caprimulgus-europaeus_SAMEA6809598.ebi_filtered_r1r2interleaved_sampleCombined	study13881
silver_bream.1	13881.SAMEA6809500	13881.0	Carassius-gibelio_SAMEA6809500.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4661090.0	4660606.0	6.66844239	7.0	Chordata	Actinopterygii	Cyprinidae	Carassius	Metazoa	Cypriniformes	Carassius_gibelio	Carassius_auratus	Carassius_gibelio	silver_crucian_carp			omnivore	Austria		feces	omnivore	omnivore	wild	Carassius-gibelio_SAMEA6809500.ebi_filtered_r1r2interleaved_sampleCombined	study13881
sebas_short-tailed_bat.4	2338.0701.17.I	2338.0	Carollia-perspicillata_S_S_Temp_D709-AK1681_filtered_r1r2combined.fastq.gz	488426.0	487862.0	5.688296992000001	6.0	Chordata	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Carollia_perspicillata	Carollia_perspicillata	Carollia_perspicillata	Sebas_short-tailed_bat	flighted			CostaRica			frugivore	herbivore	wild	Carollia-perspicillata_S_S_Temp_D709-AK1681_filtered_r1r2interleaved	study2338
sowells_short-tailed_bat.1	2338.0624.6.I	2338.0	Carollia-sowelli_S_S_Temp_D712-AK1545_filtered_r1r2combined.fastq.gz	51599976.0	51540112.0	7.712145358	8.0	Chordata	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Carollia_sowelli	Carollia_perspicillata	Carollia_sowelli	Sowells_short-tailed_bat	flighted			CostaRica			frugivore	herbivore	wild	Carollia-sowelli_S_S_Temp_D712-AK1545_filtered_r1r2interleaved	study2338
